query_refmet_name,match_basis,review_status,decision_scope,harmonization_eligibility,study_id,analysis_id,study_title,species,sample_source,analysis_type,polarity,chromatography,disease,refmet_name,refmet_id,inchi_key,pubchem_cid,super_class,main_class,sub_class,study_link,source_system,provenance_url
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004406,AN007368,Effects of a Complex Probiotic Intervention on Serum Metabolism and Tumor-Bearing Intestinal Segment Metabolism in FOLFOX Chemotherapy-Treated Mice with Colorectal Cancer,Mouse,Blood,LCMS,NEGATIVE,HILIC,Cancer,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004406,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004445,AN007447,Acyl-CoA–binding protein (ACBP): a poor-prognosis biomarker in sepsis and a target for disease mitigation,Mouse,Heart,LCMS,UNSPECIFIED,Reversed phase,Sepsis,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004445,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004538,AN007623,METTL14 inhibits atherogenesis by epigenetically activating PPAR-alpha/gamma transcription and fatty acid oxidation in VSMCs,Mouse,Aorta Tissue,GCMS,NEGATIVE,Reversed phase,Cardiovascular disease,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004538,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004592,AN007724,Acyl-CoA–binding protein (ACBP): a poor-prognosis biomarker in sepsis and a target for disease mitigation - Kidney,Mouse,Kidney,LCMS,UNSPECIFIED,Reversed phase,Sepsis,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004592,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004594,AN007734,Acyl-CoA–binding protein (ACBP): a poor-prognosis biomarker in sepsis and a target for disease mitigation - Plasma,Mouse,Blood,LCMS,UNSPECIFIED,Reversed phase,Sepsis,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004594,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004699,AN007940,"Interplay of Aging, Sex, and Probiotics in Systemic Metabolism: A Serum Metabolomics Study in Naturally Aging Mice Targeting Glucose Metabolism Biomarkers",Mouse,Blood,LCMS,NEGATIVE,HILIC,,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004699,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004742,AN008021,Metabolic Profiling of Multiple PCCA-Deficient Mouse Models,Mouse,Liver,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004742,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004855,AN008222,The malonyl-CoA synthetase ACSF3 is required for metabolic editing downstream of biotin carboxylation,Mouse,Liver,LCMS,NEGATIVE,CE,Genetic disease,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004855,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004994,AN008477,"Plasma data of project ""Organ-Specific Transcriptional and Metabolic Remodelling During Late Mouse Adolescence""",Mouse,Blood,Other,NEGATIVE,Reversed phase,Metabolic disease,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004994,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST005022,AN008533,"Urine data of project ""Organ-Specific Transcriptional and Metabolic Remodelling During Late Mouse Adolescence""",Mouse,Urine,Other,NEGATIVE,Reversed phase,Metabolic disease,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST005022,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004389,AN007333,Longitudinal Multi-omics Profiling Reveals Different Adaptation to Heat Stress in Genomically Divergent Lactating Sows,Pig,Feces,LCMS,POSITIVE,Reversed phase,Environmental stress,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004389,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003673,AN006033,Identification of plasma metabolites responding to oxycodone exposure in rats,Rat,Blood,Other,NEGATIVE,Reversed phase,Addiction,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003673,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004153,AN006894,Multi-omics Study of Small Intestine Adaptation After Total Colectomy in a Rat model,Rat,Feces,LCMS,POSITIVE,Reversed phase,,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004153,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004783,AN008087,Preprandial metabolite profiles shape divergent rumen microbial dynamics and plant degradation between meal cycles in grazing sheep,Sheep,Rumen fluid,LCMS,POSITIVE,Reversed phase,,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004783,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004204,AN006991,The growth and virulence of S. aureus is inhibited by C. striatum by inhibiting its arginine biosynthesis pathway,Staphylococcus aureus,Bacterial cells,LCMS,NEGATIVE,Reversed phase,Chronic rhinosinusitis,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004204,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
N-Lactoyl phenylalanine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004227,AN007036,Comparative untargeted metabolomics analysis the wheat grains in cultivars zhengmai 7698 and zhoumai 22,Wheat,Seeds,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl phenylalanine,,IIRJJZHHNGABMQ-WPRPVWTQSA-N,11075454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004227,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20phenylalanine
