query_original,query_type,matched_term,match_basis,match_confidence,review_status,decision_scope,harmonization_eligibility,identity_evidence_level,source_system,study_id,study_title,accession_or_contrast,study_link,sample_matrix,species,intervention_timing,platform,assay_panel,sex_or_subgroup,analysis_stratum,analysis_stratum_fields,metabolite,refmet_name,refmet_id,source_refmet_id,refmet_annotation_match_basis,identity_stable_identifier_supported,refmet_annotation_source,refmet_annotation_release,refmet_annotation_provenance,source_metabolite_raw,class,superclass,subclass,log2fc,p_value,fdr,direction,significance_call,effect_interpretation,provenance_file,missing_evidence
kynurenine,class,L-Kynurenine,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,Metabolomics Workbench,ST004303,Exercise intensity modulates the human plasma secretome (Rockefeller),"ST004303 :: post (4P) vs pre (1P), paired, MIE+SIE pooled",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004303,plasma,Homo sapiens,"acute, post (Time 4P) vs pre (Time 1P)",LC-MS HILIC (MW analysis AN007160),AN007160,all_or_not_reported,"source_system=Metabolomics Workbench | study_id=ST004303 | species=Homo sapiens | sample_matrix=plasma | assay_panel=AN007160 | accession_or_contrast=ST004303 :: post (4P) vs pre (1P), paired, MIE+SIE pooled | sex_or_subgroup=all_or_not_reported",source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,L-Kynurenine,Kynurenine,RM0132226,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,L-Kynurenine,Amino acids and peptides,Organic acids,Amino acids,-0.3032168084743963,7.372809129231747e-07,8.526814036415847e-06,down_in_numerator,significant_FDR<0.05,"0.30 log2-units lower in HIGHER post-exercise (late, ~late-post) (p=7.37e-07, FDR=8.53e-06)",data/live/volcano_human_ST004303.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indole-4-carboxaldehyde [metab-u-hilicpos],inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,metab-u-hilicpos,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-hilicpos | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indole-4-carboxaldehyde [metab-u-hilicpos],indole-4-carboxaldehyde,RM0011479,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indole-4-carboxaldehyde [metab-u-hilicpos],Tryptophan alkaloids,Alkaloids,Simple indole alkaloids,0.0635925209783519,0.789141367543162,0.885254739231111,up_in_numerator,not_significant,"0.06 log2-units higher in HIGHER post-exercise (endurance, late post) (p=7.89e-01, FDR=8.85e-01)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,kynurenine,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,kynurenine,kynurenine,RM0132226,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,kynurenine,Amino acids and peptides,Organic acids,Amino acids,-1.2381072,2.2724378e-05,0.04811473,down_in_numerator,significant_FDR<0.05,"1.24 log2-units lower in HIGHER at 8w training vs sedentary (p=2.27e-05, FDR=4.81e-02)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,3-indolepropionate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,3-indolepropionate,3-indolepropionic acid,RM0136180,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,3-indolepropionate,Tryptophan alkaloids,Alkaloids,Indolecarboxylic acids,0.4527173,0.0029370913,0.86607546,up_in_numerator,not_significant,"0.45 log2-units higher in HIGHER at 8w training vs sedentary (p=2.94e-03, FDR=8.66e-01)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,kynurenate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,kynurenate,kynurenic acid,RM0032431,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,kynurenate,Anthranilic acid alkaloids,Alkaloids,Acridone alkaloids,-0.42334557,0.0051637106,1.0,down_in_numerator,not_significant,"0.42 log2-units lower in HIGHER at 8w training vs sedentary (p=5.16e-03, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,kynurenine,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,kynurenine,kynurenine,RM0132226,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,kynurenine,Amino acids and peptides,Organic acids,Amino acids,-0.66631085,0.007366924,1.0,down_in_numerator,not_significant,"0.67 log2-units lower in HIGHER at 8w training vs sedentary (p=7.37e-03, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,hydroxyindole acetate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,hydroxyindole acetate,5-hydroxyindoleacetic acid,RM0135989,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,hydroxyindole acetate,Tryptophan alkaloids,Alkaloids,Indoleacetic acids,-2.0043063,0.011213991,1.0,down_in_numerator,not_significant,"2.00 log2-units lower in HIGHER at 8w training vs sedentary (p=1.12e-02, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indolelactic acid,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indolelactic acid,indolelactic acid,RM0044363,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Tryptophan alkaloids,Alkaloids,Indolecarboxylic acids,0.34104276,0.014852029,1.0,up_in_numerator,not_significant,"0.34 log2-units higher in HIGHER at 8w training vs sedentary (p=1.49e-02, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,tryptophan,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,tryptophan,tryptophan,RM0136024,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Amino acids,0.16324528,0.04089197,1.0,up_in_numerator,not_significant,"0.16 log2-units higher in HIGHER at 8w training vs sedentary (p=4.09e-02, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indole-3-methyl acetate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indole-3-methyl acetate,indole-3-methyl acetate,RM0136624,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indole-3-methyl acetate,Tryptophan alkaloids,Alkaloids,Indoleacetic acids,0.235788,0.17252134,1.0,up_in_numerator,not_significant,"0.24 log2-units higher in HIGHER at 8w training vs sedentary (p=1.73e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,n-acetyltryptophan,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,n-acetyltryptophan,n-acetyl-d-tryptophan,RM0132212,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,n-acetyltryptophan,Amino acids and peptides,Organic acids,Amino acids,-0.13151634,0.18069836,1.0,down_in_numerator,not_significant,"0.13 log2-units lower in HIGHER at 8w training vs sedentary (p=1.81e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,n-acetyltryptophan,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,n-acetyltryptophan,n-acetyl-d-tryptophan,RM0132212,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,n-acetyltryptophan,Amino acids and peptides,Organic acids,Amino acids,-0.19050455,0.2240633,1.0,down_in_numerator,not_significant,"0.19 log2-units lower in HIGHER at 8w training vs sedentary (p=2.24e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,3-indolepropionate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,3-indolepropionate,3-indolepropionic acid,RM0136180,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,3-indolepropionate,Tryptophan alkaloids,Alkaloids,Indolecarboxylic acids,0.17656662,0.23115823,1.0,up_in_numerator,not_significant,"0.18 log2-units higher in HIGHER at 8w training vs sedentary (p=2.31e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,kynurenate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,kynurenate,kynurenic acid,RM0032431,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,kynurenate,Anthranilic acid alkaloids,Alkaloids,Acridone alkaloids,-0.2674387,0.24066368,1.0,down_in_numerator,not_significant,"0.27 log2-units lower in HIGHER at 8w training vs sedentary (p=2.41e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indoleacetate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indoleacetate,indoleacetic acid,RM0135909,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indoleacetate,Tryptophan alkaloids,Alkaloids,Indoleacetic acids,0.14775196,0.47267696,1.0,up_in_numerator,not_significant,"0.15 log2-units higher in HIGHER at 8w training vs sedentary (p=4.73e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indoleacetate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indoleacetate,indoleacetic acid,RM0135909,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indoleacetate,Tryptophan alkaloids,Alkaloids,Indoleacetic acids,-0.1548381,0.49692684,1.0,down_in_numerator,not_significant,"0.15 log2-units lower in HIGHER at 8w training vs sedentary (p=4.97e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indole-3-methyl acetate,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indole-3-methyl acetate,indole-3-methyl acetate,RM0136624,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indole-3-methyl acetate,Tryptophan alkaloids,Alkaloids,Indoleacetic acids,0.13980633,0.55578864,1.0,up_in_numerator,not_significant,"0.14 log2-units higher in HIGHER at 8w training vs sedentary (p=5.56e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,tryptophan,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,tryptophan,tryptophan,RM0136024,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Amino acids,0.034131005,0.64721674,1.0,up_in_numerator,not_significant,"0.03 log2-units higher in HIGHER at 8w training vs sedentary (p=6.47e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indolelactic acid,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indolelactic acid,indolelactic acid,RM0044363,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Tryptophan alkaloids,Alkaloids,Indolecarboxylic acids,0.042245228,0.7629076,1.0,up_in_numerator,not_significant,"0.04 log2-units higher in HIGHER at 8w training vs sedentary (p=7.63e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indole,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indole,indole,RM0135985,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indole,Tryptophan alkaloids,Alkaloids,Simple indole alkaloids,-0.1007696,0.8416384,1.0,down_in_numerator,not_significant,"0.10 log2-units lower in HIGHER at 8w training vs sedentary (p=8.42e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
kynurenine,class,indole,inferred_name_pattern,inferred_name_pattern,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,indole,indole,RM0135985,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,indole,Tryptophan alkaloids,Alkaloids,Simple indole alkaloids,-0.03396423,0.9317758,1.0,down_in_numerator,not_significant,"0.03 log2-units lower in HIGHER at 8w training vs sedentary (p=9.32e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
