record_key,escalation,reason,decision_needed,title,record_url
doi:10.1093/genetics/127.1.21,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Isolation and characterization of Escherichia coli mutants with altered rates of deletion formation,https://europepmc.org/article/MED/2016043
doi:10.1093/lifemeta/load048,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Size matters: the biochemical logic of ligand type in endocrine crosstalk,https://europepmc.org/article/MED/38425548
doi:10.1093/lifemeta/loag009,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Circadian biology and exercise: the time to move,https://europepmc.org/article/MED/42077264
doi:10.1093/nar/5.5.1501,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The interconversion of conformers of phenylalanyl-tRNA with different affinity to 70S ribosomes of Escherichia coli,https://europepmc.org/article/MED/351562
doi:10.1098/rsob.250092,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Brain amino acid sensing for organismal amino acid homeostasis,https://europepmc.org/article/MED/40763801
doi:10.1101/2024.12.16.24317793,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"The blood metabolome of cognitive function and brain health in middle-aged adults – influences of genes, gut microbiome, and exposome",https://europepmc.org/article/PPR/PPR956091
doi:10.1101/2025.10.22.683699,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise intensity modulates the human plasma secretome and interorgan communication,https://europepmc.org/article/PPR/PPR1106168
doi:10.1111/dom.16442,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metformin use in prediabetes: A review of evidence and a focus on metabolic features among peri-menopausal women,https://europepmc.org/article/MED/40329646
doi:10.1111/dom.16633,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications,https://europepmc.org/article/MED/40693359
doi:10.1111/imr.13214,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The role of efferocytosis-fueled macrophage metabolism in the resolution of inflammation,https://europepmc.org/article/MED/37158427
doi:10.1113/jp286772,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Effects of patent foramen ovale in migraine: a metabolomics-based study,https://europepmc.org/article/MED/39838589
doi:10.1126/sciadv.adj7481,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise mitigates flow recirculation and activates metabolic transducer SCD1 to catalyze vascular protective metabolites,https://europepmc.org/article/MED/38354249
doi:10.1126/sciadv.ads5466,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metformin targets mitochondrial complex I to lower blood glucose levels,https://europepmc.org/article/MED/39693440
doi:10.1126/sciadv.adu7436,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Meeting metformin again for the first time,https://europepmc.org/article/MED/39693446
doi:10.1128/aac.23.2.278,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Genetic transfer of antimicrobial resistance and enterotoxigenicity among Escherichia coli strains,https://europepmc.org/article/MED/6340604
doi:10.1128/aem.40.1.84-91.1980,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Conjugal transfer of genetic information in group N streptococci,https://europepmc.org/article/MED/6773476
doi:10.1128/aem.54.11.2877-2880.1988,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Delivery system for creation of one-step in vivo lac gene fusions in Pseudomonas spp. involved in biological control,https://europepmc.org/article/MED/2850764
doi:10.1128/iai.41.3.1056-1061.1983,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Synthesis of plasmid-coded heat-labile enterotoxin in wild-type and hypertoxinogenic strains of Escherichia coli and in other genera of Enterobacteriaceae,https://europepmc.org/article/MED/6350177
doi:10.1128/jb.132.3.870-875.1977,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Characterization of fusions between the lac operon and the ilv gene cluster in Escherichia coli: ilvC-lac fusions,https://europepmc.org/article/MED/336610
doi:10.1128/jb.139.1.71-79.1979,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Genetics and regulation of D-xylose utilization in Salmonella typhimurium LT2,https://europepmc.org/article/MED/222732
doi:10.1128/jb.143.1.506-509.1980,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,lac Thiogalactoside transacetylase of Escherichia coli K-12 and ML,https://europepmc.org/article/MED/6995445
doi:10.1128/jb.143.3.1325-1331.1980,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Isolation of ara-lac gene fusions in Salmonella typhimurium LT2 by using transducing bacteriophage Mu d (Apr lac),https://europepmc.org/article/MED/6773928
doi:10.1128/jb.146.1.260-268.1981,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"General method, using Mu-Mud1 dilysogens, to determine the direction of transcription of and generate deletions in the glnA region of Escherichia coli",https://europepmc.org/article/MED/6111550
doi:10.1128/jb.146.1.93-101.1981,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Use of bacteriophage transposon Mu d1 to determine the orientation for three proC-linked phosphate-starvation-inducible (psi) genes in Escherichia coli K-12,https://europepmc.org/article/MED/6260750
doi:10.1128/jb.155.3.973-982.1983,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Physical mapping of the exuT and uxaC operators by use of exu plasmids and generation of deletion mutants in vitro,https://europepmc.org/article/MED/6309752
doi:10.1128/jb.172.6.3485-3489.1990,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"High-frequency, site-specific recombination between lactococcal and pAM beta 1 plasmid DNAs",https://europepmc.org/article/MED/2111809
doi:10.1128/jb.173.1.16-22.1991,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Fnr mutants that activate gene expression in the presence of oxygen,https://europepmc.org/article/MED/1898918
doi:10.1128/jb.173.14.4424-4432.1991,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Mutational analysis of nitrate regulatory gene narL in Escherichia coli K-12,https://europepmc.org/article/MED/2066339
doi:10.1128/jb.174.20.6634-6643.1992,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Autogenous regulation of ethanolamine utilization by a transcriptional activator of the eut operon in Salmonella typhimurium,https://europepmc.org/article/MED/1328159
doi:10.1128/jb.174.9.2881-2890.1992,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Amino acid substitutions in the CytR repressor which alter its capacity to regulate gene expression,https://europepmc.org/article/MED/1569019
doi:10.1128/jb.174.9.3004-3010.1992,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Site-specific proteolysis of mini-F plasmid replication protein RepE destroys initiator function and generates an incompatibility substance,https://europepmc.org/article/MED/1569028
doi:10.1128/jb.175.6.1767-1776.1993,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,A genetic analysis of various functions of the TyrR protein of Escherichia coli,https://europepmc.org/article/MED/8449883
doi:10.1128/jb.179.6.2047-2052.1997,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Transposition without transposase: a spontaneous mutation in bacteria,https://europepmc.org/article/MED/9068653
doi:10.1128/mr.57.1.50-108.1993,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The complete general secretory pathway in gram-negative bacteria,https://europepmc.org/article/MED/8096622
doi:10.1128/msystems.00243-25,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Multi-trajectories of BMI, waist circumference, gut microbiota, and incident dyslipidemia: a 27-year prospective study",https://europepmc.org/article/MED/40293249
doi:10.1128/spectrum.03557-25,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Marine exometabolites correlate with benthic fungal diversity and community structure in the South China Sea,https://europepmc.org/article/MED/42023975
doi:10.1136/bmjopen-2024-093831,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Metformin treatment for patients with hand osteoarthritis: protocol for the multicentre, randomised, placebo-controlled METRO trial",https://europepmc.org/article/MED/40139705
doi:10.1152/japplphysiol.00497.2022,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Lactate as a myokine and exerkine: drivers and signals of physiology and metabolism,https://europepmc.org/article/MED/36633863
doi:10.1152/physiol.00002.2025,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"What Do We Know of Human Fuel Use during Aerobic Exercise, and How Do We Know It?",https://europepmc.org/article/MED/40763088
doi:10.1152/physrev.00001.2024,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The SLC-ome of membrane transport: From molecular discovery to physiology and clinical applications,https://europepmc.org/article/MED/41026912
doi:10.1155/2012/243217,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Involvement of the ligninolytic system of white-rot and litter-decomposing fungi in the degradation of polycyclic aromatic hydrocarbons,https://europepmc.org/article/MED/22830035
doi:10.1155/anu/8260382,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Growth Performance and Intestinal Health of Triploid Rainbow Trout ( Oncorhynchus mykiss ) Through Bile Acid Supplementation in Low Fishmeal Diets: Insights From Metabolomics, Microbiota, and Gene Expression",https://europepmc.org/article/MED/41798293
doi:10.1161/circresaha.124.325614,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Skeletal Muscle as a Mediator of Interorgan Crosstalk During Exercise: Implications for Aging and Obesity,https://europepmc.org/article/MED/40403102
doi:10.1167/iovs.66.2.37,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomic Characteristics of Aqueous Humor in Wet Age-Related Macular Degeneration and the Impact of Anti-VEGF Treatment,https://europepmc.org/article/MED/39937494
doi:10.1172/jci.insight.171225,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Altered plasma metabolite levels can be detected years before a glioma diagnosis,https://europepmc.org/article/MED/37651185
doi:10.1172/jci136055,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Circulating markers of NADH-reductive stress correlate with mitochondrial disease severity,https://europepmc.org/article/MED/33463549
doi:10.1177/11206721221140948,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The role of artificial intelligence in analysis of biofluid markers for diagnosis and management of glaucoma: A systematic review,https://europepmc.org/article/MED/36426575
doi:10.1177/26331055231191523,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The Physiological and Molecular Links Between Physical Activity and Brain Health: A Review,https://europepmc.org/article/MED/37600456
doi:10.1186/s12877-025-05832-w,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Association between physical activity, trouble sleeping, and obesity among older Americans: a cross-sectional study based on NHANES data from 2007 to 2018",https://europepmc.org/article/MED/40069615
doi:10.1186/s12889-025-21405-3,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Optimal exercise dose on Body Mass Index (BMI) in children and adolescents with overweight and obesity: a systematic review and bayesian model-based network meta-analysis,https://europepmc.org/article/MED/39827114
doi:10.1186/s12915-023-01698-9,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,High-intensity interval training induces lactylation of fatty acid synthase to inhibit lipid synthesis,https://europepmc.org/article/MED/37726733
doi:10.1186/s12944-024-02397-2,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,High-intensity interval training or lactate administration combined with aerobic training enhances visceral fat loss while promoting VMH neuroplasticity in female rats,https://europepmc.org/article/MED/39696579
doi:10.1186/s13048-025-01610-9,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exploring the causal associations of the gut microbiota and plasma metabolites with ovarian cancer: an approach of mendelian randomization analysis combined with network pharmacology and molecular docking,https://europepmc.org/article/MED/39948579
doi:10.1186/s13098-025-01825-2,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metformin reduces the risk of frailty: evidence from a Mendelian randomization study,https://europepmc.org/article/MED/40551233
doi:10.1186/s13102-024-00876-8,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Application of exercise therapy in patients with chronic kidney disease-induced muscle atrophy: a scoping review,https://europepmc.org/article/MED/38689329
doi:10.1186/s13293-025-00708-5,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Sexual dimorphism in metabolomic and phenotypic spectra of UGT deficiency: findings from the Canadian Longitudinal Study on Aging,https://europepmc.org/article/MED/40264209
doi:10.1186/s13293-025-00780-x,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Sexual dimorphism in the serum metabolome following acute exhaustive exercise,https://europepmc.org/article/MED/41199406
doi:10.1186/s40478-025-01946-9,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Blood biomarker fingerprints in a cohort of patients with CHRNE-related congenital myasthenic syndrome,https://europepmc.org/article/MED/39948634
doi:10.1186/s40798-026-00989-z,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Characterizing Human Oxidative, Anabolic and Glycolytic Metabolism in Athletes with Extreme Physiologies",https://europepmc.org/article/MED/41801539
doi:10.1186/s43556-026-00483-8,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Exercise mimetics: molecular mechanisms, biological and therapeutic effects",https://europepmc.org/article/MED/42234316
doi:10.1210/clinem/dgaf296,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Maternal Physical Activity and Its Relationship to the Human Milk Metabolome and Infant Body Composition,https://europepmc.org/article/MED/40417941
doi:10.1210/endrev/bnaf004,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Antiobesity Pharmacotherapy for Patients With Genetic Obesity Due to Defects in the Leptin-Melanocortin Pathway,https://europepmc.org/article/MED/39929239
doi:10.1249/mss.0000000000003800,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Dynamic Metabolic Changes Driven by Exercise Intensity in Acute Swimming,https://europepmc.org/article/MED/40601479
doi:10.1371/journal.pbio.3003617,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Targeting immunometabolism in cancer through pharmacological and lifestyle interventions,https://europepmc.org/article/MED/41557725
doi:10.1371/journal.pone.0000595,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Inflammatory multiple-sclerosis plaques generate characteristic metabolic profiles in cerebrospinal fluid,https://europepmc.org/article/MED/17611627
doi:10.1371/journal.pone.0236203,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Urine metabolomics of rats with chronic atrophic gastritis,https://europepmc.org/article/MED/33175875
doi:10.1371/journal.pone.0288996,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Responsiveness to endurance training can be partly explained by the number of favorable single nucleotide polymorphisms an individual possesses,https://europepmc.org/article/MED/37471354
doi:10.14814/phy2.70167,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Acute effect of exercise on appetite-related factors in males with obesity: A pilot study,https://europepmc.org/article/MED/39722170
doi:10.1523/jneurosci.11-03-00740.1991,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Neuropeptides Gly-Asp-Pro-Phe-Leu-Arg-Phe-amide (GDPFLRFamide) and Ser- Asp-Pro-Phe-Leu-Arg-Phe-amide (SDPFLRFamide) are encoded by an exon 3' to Phe-Met-Arg-Phe-NH2 (FMRFamide) in the snail Lymnaea stagnalis,https://doi.org/10.1523/jneurosci.11-03-00740.1991
doi:10.18632/aging.203731,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomic profiling of plasma from middle-aged and advanced-age male mice reveals the metabolic abnormalities of carnitine biosynthesis in metallothionein gene knockout mice,https://europepmc.org/article/MED/34851303
doi:10.21037/cdt-24-431,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Recent progress in metabolomic analysis of acute coronary syndrome: a narrative review,https://europepmc.org/article/MED/40385284
doi:10.21037/tcr-24-359,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Unveiling the atlas of associations between 1,400 plasma metabolites and 24 tumors: Mendelian randomization analyses",https://europepmc.org/article/MED/39430859
doi:10.2147/ndt.s584034,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Depression and Gastrointestinal Health Abnormalities: Treatment Approaches from the Perspective of Traditional Chinese Medicine,https://europepmc.org/article/MED/41756058
doi:10.2337/dbi23-0004,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Molecular Insights From Multiomics Studies of Physical Activity,https://europepmc.org/article/MED/38241506
doi:10.2337/dc24-1597,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metformin Treatment With or Without Mediterranean Diet for the Prevention of Age-Related Diseases in People With Metabolic Syndrome: The MeMeMe Randomized Trial,https://europepmc.org/article/MED/39641916
doi:10.3389/ebm.2026.10867,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomics-guided identification of bioactive phytometabolites from South African plants targeting neuroblastoma,https://europepmc.org/article/MED/41868600
doi:10.3389/fcell.2022.977960,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Integrated analysis of transcriptomics, proteomics and metabolomics data reveals the role of SLC39A1 in renal cell carcinoma",https://europepmc.org/article/MED/36407113
doi:10.3389/fcell.2025.1598794,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise in atherosclerosis: its beneficial effects and underlying mechanism,https://europepmc.org/article/MED/40861271
doi:10.3389/fcell.2025.1606790,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise benefits yourself and your offspring: a mini-review,https://europepmc.org/article/MED/40519261
doi:10.3389/fcimb.2026.1649624,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Clinical, microbial and metabolic characteristics of gas-forming pyogenic liver abscess and its potential formation mechanism",https://europepmc.org/article/MED/41756781
doi:10.3389/fcvm.2026.1781202,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise benefits in metabolism on cardiovascular disease,https://europepmc.org/article/MED/42095140
doi:10.3389/fendo.2022.886351,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Comparative Metabolomics and Lipidomics of Four Juvenoids Application to Scylla paramamosain Hepatopancreas: Implications of Lipid Metabolism During Ovarian Maturation,https://europepmc.org/article/MED/35574001
doi:10.3389/fendo.2024.1359502,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Causal association of circulating metabolites with diabetic retinopathy: a bidirectional Mendelian randomization analysis,https://europepmc.org/article/MED/38800471
doi:10.3389/fimmu.2024.1510887,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Immune and physiological responses in Penaeus monodon to ammonia-N stress: a multi-omics approach,https://europepmc.org/article/MED/39720717
doi:10.3389/fimmu.2026.1734997,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Lithospermic acid, a novel KLK5 inhibitor, ameliorates rosacea by suppressing the TLR4/NF-κB signaling pathway and rectifying phenylalanine metabolism",https://europepmc.org/article/MED/41668756
doi:10.3389/fmed.2022.935084,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Targeted Metabolomics Shows That the Level of Glutamine, Kynurenine, Acyl-Carnitines and Lysophosphatidylcholines Is Significantly Increased in the Aqueous Humor of Glaucoma Patients",https://europepmc.org/article/MED/35935793
doi:10.3389/fmed.2022.995069,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Untargeted plasma metabolomic fingerprinting highlights several biomarkers for the diagnosis and prognosis of coronavirus disease 19,https://europepmc.org/article/MED/36250098
doi:10.3389/fmicb.2023.1244293,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Gut commensals and their metabolites in health and disease,https://europepmc.org/article/MED/38029089
doi:10.3389/fmicb.2024.1359949,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Postbiotics: emerging therapeutic approach in diabetic retinopathy,https://europepmc.org/article/MED/38500583
doi:10.3389/fmolb.2024.1403844,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Metabolomics studies in common multifactorial eye disorders: a review of biomarker discovery for age-related macular degeneration, glaucoma, diabetic retinopathy and myopia",https://europepmc.org/article/MED/39193222
doi:10.3389/fnut.2022.1056598,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Ultraperformance liquid chromatography-quadrupole time-of-flight mass spectrometry based untargeted metabolomics to reveal the characteristics of Dictyophora rubrovolvata from different drying methods,https://europepmc.org/article/MED/36519000
doi:10.3389/fnut.2022.947033,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Role of brain-gut-muscle axis in human health and energy homeostasis,https://europepmc.org/article/MED/36276808
doi:10.3389/fonc.2022.1014748,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Understanding emerging bioactive metabolites with putative roles in cancer biology,https://europepmc.org/article/MED/36249070
doi:10.3389/fped.2023.1250731,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Study protocol: Identification and validation of integrative biomarkers of physical activity level and health in children and adolescents (INTEGRActiv),https://europepmc.org/article/MED/37772038
doi:10.3389/fphar.2022.1005301,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Serum and brain metabolomic study reveals the protective effects of Bai-Mi-Decoction on rats with ischemic stroke,https://europepmc.org/article/MED/36506507
doi:10.3389/fphar.2022.849832,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Shenkang Injection for Treating Renal Fibrosis-Metabonomics and Regulation of E3 Ubiquitin Ligase Smurfs on TGF-β/Smads Signal Transduction,https://europepmc.org/article/MED/35721120
doi:10.3389/fphar.2022.893561,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Phyllanthus emblica aqueous extract retards hepatic steatosis and fibrosis in NAFLD mice in association with the reshaping of intestinal microecology,https://europepmc.org/article/MED/35959433
doi:10.3389/fphar.2023.1288618,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Phyllanthus emblica : a comprehensive review of its phytochemical composition and pharmacological properties,https://europepmc.org/article/MED/37954853
doi:10.3389/fphar.2025.1549834,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomic and lipidomic profiling of traditional Chinese medicine Testudinis Carapax et Plastrum and its substitutes,https://europepmc.org/article/MED/40206067
